,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1406400830606020614,1406371484675739651,1624147062000.0,2021-06-19 20:57:42,-0300,,@gduvivier #19JForaBolsonaro #500MilMortos #500milvidas #19J #500MilMortosForaBolsonaro,und,"['19jforabolsonaro', '500milmortos', '500milvidas', '19j', '500milmortosforabolsonaro']",[],1386128988364582913,1386128988364582913,LayaraPestana,Layara Pestana,6,20,https://twitter.com/LayaraPestana/status/1406400830606020614,[],[],0,,False,0,0,0,,#19j,,,,,,,"[{'screen_name': 'gduvivier', 'name': 'Gregorio Duvivier', 'id': '25704704'}]",,,,
11,1406400725379342338,1406400725379342338,1624147037000.0,2021-06-19 20:57:17,-0300,,Fora Bolsonaro! #19JForaBolsonaro #19J #19JPovoNasRuas #ForaBolsonaro #ImpeachmentJá,es,"['19jforabolsonaro', '19j', '19jpovonasruas', 'forabolsonaro', 'impeachmentjá']",[],1351212300674461704,1351212300674461704,euphilpes,Philpes,6,20,https://twitter.com/euphilpes/status/1406400725379342338,[],[],0,,False,0,0,0,https://twitter.com/MidiaNINJA/status/1406400638628605957,#19j,,,,,,,[],,,,
12,1406400683859922947,1406400683859922947,1624147027000.0,2021-06-19 20:57:07,-0300,,comida no prato  vacina no braço  Lula no Planalto  #19JForaBolsonaro #19J,pt,"['19jforabolsonaro', '19j']",[],1071035401450729474,1071035401450729474,clesio_manfredn,Kids_Graça🚩🚩🚩,6,20,https://twitter.com/clesio_manfredn/status/1406400683859922947,[],[],0,,False,1,0,0,,#19j,,,,,,,[],,,,
13,1406400638628605957,1406400638628605957,1624147016000.0,2021-06-19 20:56:56,-0300,,Portugal também se manifestou contra o genocida no Brasil. Fora Bolsonaro em Lisboa. Video /luflorence #19JForaBolsonaro #19J  https://t.co/oHQjiqrtet,pt,"['19jforabolsonaro', '19j']",[],1540034828,1540034828,MidiaNINJA,Mídia NINJA,6,20,https://twitter.com/MidiaNINJA/status/1406400638628605957,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1406400365117984770/pu/img/z93j-llGVFLdkBJ-.jpg,False,713,6,99,,#19j,,,,,,,[],,,,
14,1406400630848212994,1406371484675739651,1624147014000.0,2021-06-19 20:56:54,-0300,,@gduvivier 🤩#19J,und,['19j'],[],4858859447,4858859447,jatene_cris,Cristiane Jatene💉😷🌎🇧🇷🏴,6,20,https://twitter.com/jatene_cris/status/1406400630848212994,[],[],0,,False,0,0,0,,#19j,,,,,,,"[{'screen_name': 'gduvivier', 'name': 'Gregorio Duvivier', 'id': '25704704'}]",,,,
15,1406400600225587203,1406400600225587203,1624147007000.0,2021-06-19 20:56:47,-0300,,"""Chega de genocídio"", disse Rebeca Lang, organizadora do ato realizado sob chuva em Paris #19J #Covid_19 #ForaBolsonaro  Edição: DCM TV  https://t.co/U4lV1ah3zr",pt,"['19j', 'covid_19', 'forabolsonaro']",[],2429674980,2429674980,willyhrdelvalle,Willy Delvalle,6,20,https://twitter.com/willyhrdelvalle/status/1406400600225587203,['https://youtu.be/0Cei5VVofto'],[],0,,False,0,0,0,,#19j,,,,,,,[],,,,
16,1406400569640685579,1406400569640685579,1624147000000.0,2021-06-19 20:56:40,-0300,,hoje foi gigante. o próximo tem que ser maior. #19J  https://t.co/BdYfNOIpFr,pt,['19j'],[],15081417,15081417,lady_lija,rainha do milho,6,20,https://twitter.com/lady_lija/status/1406400569640685579,[],['https://pbs.twimg.com/media/E4SJ3P1X0AEdzWO.jpg'],1,https://pbs.twimg.com/media/E4SJ3P1X0AEdzWO.jpg,False,30,0,5,,#19j,,,,,,,[],,,,
17,1406400569225449477,1406400569225449477,1624147000000.0,2021-06-19 20:56:40,-0300,,Povo negro no #19J #ForaBolsonaro  https://t.co/dSz67UNpBL,pt,"['19j', 'forabolsonaro']",[],1061793971662397441,1061793971662397441,meigoeabusada,"pegue só na minha pinta, pronto",6,20,https://twitter.com/meigoeabusada/status/1406400569225449477,[],['https://pbs.twimg.com/media/E4SJ2Y_XwAMk9W7.jpg'],1,https://pbs.twimg.com/media/E4SJ2Y_XwAMk9W7.jpg,False,18,2,0,,#19j,,,,,,,[],,,,
18,1406400515613900808,1406400515613900808,1624146987000.0,2021-06-19 20:56:27,-0300,,#ForaBolsonaro #19J,und,"['forabolsonaro', '19j']",[],1243265050619662339,1243265050619662339,arsenaldcliches,alícia,6,20,https://twitter.com/arsenaldcliches/status/1406400515613900808,[],[],0,,False,1,1,0,,#19j,,,,,,,[],,,,
19,1406400507221098505,1406400507221098505,1624146985000.0,2021-06-19 20:56:25,-0300,,#19j Time do Povo,pt,['19j'],[],2742309189,2742309189,LuisHenrik4,Henrique Ribeiro,6,20,https://twitter.com/LuisHenrik4/status/1406400507221098505,[],[],0,,False,0,0,0,https://twitter.com/Corinthians/status/1406398917290377217,#19j,,,,,,,[],,,,
20,1406400465894526983,1406400465894526983,1624146975000.0,2021-06-19 20:56:15,-0300,,"Fora Bolsonaro em Rio Branco, no Acre  Fotos: @leandrinhadu / @MidiaNINJA  #19J #19JForaBolsonaro  https://t.co/rglxpZNRVX",pt,"['19j', '19jforabolsonaro']",[],1032670080537124865,1032670080537124865,CleytonReisReal,🚩CleytonReis🚩,6,20,https://twitter.com/CleytonReisReal/status/1406400465894526983,[],"['https://pbs.twimg.com/media/E4SIYpAXwAIwNvx.jpg', 'https://pbs.twimg.com/media/E4SIag6XwAAB5bR.jpg', 'https://pbs.twimg.com/media/E4SIdyyXMAUs5rp.jpg']",1,https://pbs.twimg.com/media/E4SIYpAXwAIwNvx.jpg,False,3,0,0,,#19j,,,,,,,[],,,,
21,1406400385275904003,1406400385275904003,1624146956000.0,2021-06-19 20:55:56,-0300,,"Excelente a cobertura da TV 247 ao #19J por vacina no braço, comida no prato e #FORABOLSONARO  TV 247   https://t.co/vwlPwQ1Abt Maravilha ver a Teresa Cruvinel, a Cynara Menezes, o André, a Dafne, o querido Auller, dentre outros queridos, na rua, de repórter. Maravilhoso! Parabéns",pt,"['19j', 'forabolsonaro']",[],1979522246,1979522246,goretti_lopes,Goretti Lopes🚩Esquerdista Segue Esquerdista,6,20,https://twitter.com/goretti_lopes/status/1406400385275904003,['https://youtu.be/axkFsIKE0nI'],[],0,,False,1,0,0,,#19j,,,,,,,[],,,,
22,1406400378527227909,1406400378527227909,1624146954000.0,2021-06-19 20:55:54,-0300,,#19J O interior de SP vai dando seu recado #forabolsonaro pelo fim do genocídio. Ato registrado em Atibaia-SP. Fotos: William Vieira #19JForaBolsonaro  https://t.co/kFry3zmzfv,pt,"['19j', 'forabolsonaro', '19jforabolsonaro']",[],1032670080537124865,1032670080537124865,CleytonReisReal,🚩CleytonReis🚩,6,20,https://twitter.com/CleytonReisReal/status/1406400378527227909,[],"['https://pbs.twimg.com/media/E4SHXCqWEAIFju4.jpg', 'https://pbs.twimg.com/media/E4SHYssXIAUZ6aR.jpg', 'https://pbs.twimg.com/media/E4SHak_X0AMdpKk.jpg', 'https://pbs.twimg.com/media/E4SHdW5WYAAW3Kr.jpg']",1,https://pbs.twimg.com/media/E4SHXCqWEAIFju4.jpg,False,3,0,0,,#19j,,,,,,,[],,,,
23,1406400332612222976,1406400332612222976,1624146943000.0,2021-06-19 20:55:43,-0300,,"Queima, genocida! Sua hora está chegado! #ForaBolsonaro #BolsonaroGenocida #Anarquia #Revolução #19J  https://t.co/VH4QoNdBC9",pt,"['forabolsonaro', 'bolsonarogenocida', 'anarquia', 'revolução', '19j']",[],1387540208334348288,1387540208334348288,LuluAnarkia,Lulu Adhammo,6,20,https://twitter.com/LuluAnarkia/status/1406400332612222976,[],['https://pbs.twimg.com/media/E4SJmVrXIAMY1wG.jpg'],1,https://pbs.twimg.com/media/E4SJmVrXIAMY1wG.jpg,False,1,0,0,,#19j,,,,,,,[],,,,
24,1406400290895630337,1406400290895630337,1624146933000.0,2021-06-19 20:55:33,-0300,,"No pude ir a la marcha, pero me sumo con los hashtag: #19J #NoHayFraude #KeikoGolpistaYDictadora #keikoYaBasta #KeikoAceptaTuDerrota  Harta de los Fujimori y su banda!!",es,"['19j', 'nohayfraude', 'keikogolpistaydictadora', 'keikoyabasta', 'keikoaceptatuderrota']",[],104980751,104980751,Fioreloche,Fiorella Florindez ✨🌠,6,20,https://twitter.com/Fioreloche/status/1406400290895630337,[],[],0,,False,1,0,1,,#19j,,,,,,,[],,,,
25,1406400247547432968,1406400247547432968,1624146923000.0,2021-06-19 20:55:23,-0300,,#ForaBolsonaro #ForaGenocida #19J  A GENTE NAO AGUENTA MAIS VER NOSSO POVO MORRER  https://t.co/g0kmcMCcim,pt,"['forabolsonaro', 'foragenocida', '19j']",[],827321189399924736,827321189399924736,marina_hunziker,Marina Hunziker,6,20,https://twitter.com/marina_hunziker/status/1406400247547432968,[],"['https://pbs.twimg.com/media/E4SJj4kX0AQoFxs.jpg', 'https://pbs.twimg.com/media/E4SJkCnX0AICTd3.jpg', 'https://pbs.twimg.com/media/E4SJkO1X0AQEZSO.jpg', 'https://pbs.twimg.com/media/E4SJkioXIAEE55S.jpg']",1,https://pbs.twimg.com/media/E4SJj4kX0AQoFxs.jpg,False,5,0,1,,#19j,,,,,,,[],,,,
26,1406400232741552129,1406400232741552129,1624146919000.0,2021-06-19 20:55:19,-0300,,Fora Bolsonaro! #19JForaBolsonaro #19J #19JPovoNasRuas #ForaBolsonaro #ImpeachmentJá,es,"['19jforabolsonaro', '19j', '19jpovonasruas', 'forabolsonaro', 'impeachmentjá']",[],1351212300674461704,1351212300674461704,euphilpes,Philpes,6,20,https://twitter.com/euphilpes/status/1406400232741552129,[],[],0,,False,1,0,0,https://twitter.com/brasildefato/status/1406400094438633480,#19j,,,,,,,[],,,,
27,1406400225879760902,1406400225879760902,1624146918000.0,2021-06-19 20:55:18,-0300,,"Hoje nossos militantes colocaram a cara no sol, pelas ruas de Fortaleza e ergueram os punhos contra o governo genocida de Bolsonaro e Mourão, pelo auxílio de qualidade, pela vacinação e pela construção do poder popular!💉 ✊  Nesse #19J ficou registrado, LGBT TEM CLASSE!!!🏳️‍⚧️🏳️‍🌈  https://t.co/7I3mlaDHZC",pt,['19j'],[],1403211808345894913,1403211808345894913,lgbtcom_ce,LGBT COMUNISTA ⚧☭-CEARÁ☀️,6,20,https://twitter.com/lgbtcom_ce/status/1406400225879760902,[],"['https://pbs.twimg.com/media/E4SJjFdWQA8p_Kh.jpg', 'https://pbs.twimg.com/media/E4SJjFgWEAAyS_h.jpg', 'https://pbs.twimg.com/media/E4SJjFdWUAA1J94.jpg', 'https://pbs.twimg.com/media/E4SJjFfXEAENJkk.jpg']",1,https://pbs.twimg.com/media/E4SJjFdWQA8p_Kh.jpg,False,68,1,19,,#19j,,,,,,,[],,,,
28,1406400157214720004,1406400157214720004,1624146901000.0,2021-06-19 20:55:01,-0300,,"Hoje mais um dia histórico, atos contra o genocida pelo Brasil inteiro. Mesmo com a chuva intensa em Curitiba, várias pessoas saíram do conforto para gritar FORA GENOCIDA!   Você vai cair genocida, você vai cair!   #19J  #19JForaBolsonaro",pt,"['19j', '19jforabolsonaro']",[],1246848272137965568,1246848272137965568,BubolaAna,Ana Bubola #ForaBolsonaro,6,20,https://twitter.com/BubolaAna/status/1406400157214720004,[],[],0,,False,5,0,0,,#19j,,,,,,,[],,,,
29,1406399984157835269,1406399984157835269,1624146860000.0,2021-06-19 20:54:20,-0300,,"Fora genocida, facista, miliciano, corrupto, misógino, racista, homofóbico  #19JunhoPovoNasRuas #ForaBolsonaro19J #ForaBolsonaro #19j #ForaGenocida",pt,"['19junhopovonasruas', 'forabolsonaro19j', 'forabolsonaro', '19j', 'foragenocida']",[],993327339286220802,993327339286220802,VirginianaMedia,virginiana média,6,20,https://twitter.com/VirginianaMedia/status/1406399984157835269,[],[],0,,False,3,0,0,https://twitter.com/midianinja/status/1406391983179014146,#19j,,,,,,,[],,,,
30,1406399899093155841,1406399899093155841,1624146840000.0,2021-06-19 20:54:00,-0300,,Ato de hoje #19j muito bem representados pelos parentes indígenas no RJ ♥️🏹 #PL490Nao #ForaSalles #ForaBolsonaro,pt,"['19j', 'pl490nao', 'forasalles', 'forabolsonaro']",[],1082425126661050370,1082425126661050370,bellaguljor,Guljor,6,20,https://twitter.com/bellaguljor/status/1406399899093155841,[],[],0,,False,2,0,0,,#19j,,,,,,,[],,,,
31,1406399888909389827,1406308170306408455,1624146837000.0,2021-06-19 20:53:57,-0300,,"@UOLNoticias Depois dessa, todo brasileiro tem o DEVER MORAL de defenestrar o atual presidente do cargo e, por tabela, mandar os súditos dele de volta pro esgoto.  #19j",pt,['19j'],[],273946015,273946015,vcostacontos,Victor Costa Contos em 🏡 🇧🇷,6,20,https://twitter.com/vcostacontos/status/1406399888909389827,[],[],0,,False,2,0,0,,#19j,,,,,,,"[{'screen_name': 'UOLNoticias', 'name': 'UOL Notícias', 'id': '14594698'}]",,,,
32,1406399870055899139,1406399870055899139,1624146833000.0,2021-06-19 20:53:53,-0300,,Fora Bolsonaro! #19JForaBolsonaro #19J #19JPovoNasRuas #ForaBolsonaro #ImpeachmentJá,es,"['19jforabolsonaro', '19j', '19jpovonasruas', 'forabolsonaro', 'impeachmentjá']",[],1351212300674461704,1351212300674461704,euphilpes,Philpes,6,20,https://twitter.com/euphilpes/status/1406399870055899139,[],[],0,,False,0,0,0,https://twitter.com/mtst/status/1406313567821893633,#19j,,,,,,,[],,,,
33,1406399758407766018,1406399758407766018,1624146806000.0,2021-06-19 20:53:26,-0300,,Fora Bolsonaro! #19JForaBolsonaro #19J #19JPovoNasRuas #ForaBolsonaro #ImpeachmentJá,es,"['19jforabolsonaro', '19j', '19jpovonasruas', 'forabolsonaro', 'impeachmentjá']",[],1351212300674461704,1351212300674461704,euphilpes,Philpes,6,20,https://twitter.com/euphilpes/status/1406399758407766018,[],[],0,,False,0,0,0,https://twitter.com/bbcbrasil/status/1406386077229801473,#19j,,,,,,,[],,,,
34,1406399722999459844,1406399722999459844,1624146798000.0,2021-06-19 20:53:18,-0300,,HOJE FOI MAIOR!   500 mil motivos para gritar 🗣️ Fora Bolsonaro genocida!  👊🏽 Só vamos parar quando ele cair  #19J #ForaBolsonaro #500MilMortos #Paulista #ForaBolsonaroGenocida  https://t.co/DaEiwmiIGx,pt,"['19j', 'forabolsonaro', '500milmortos', 'paulista', 'forabolsonarogenocida']",[],66814653,66814653,giannazioficial,Prof. Carlos Giannazi 📚🎸,6,20,https://twitter.com/giannazioficial/status/1406399722999459844,[],"['https://pbs.twimg.com/media/E4SJFf5XoAMSKtx.jpg', 'https://pbs.twimg.com/media/E4SJFsfXMAIfRCm.jpg', 'https://pbs.twimg.com/media/E4SJF4EXoAA2Fod.jpg', 'https://pbs.twimg.com/media/E4SJGDjXIAEtC3y.jpg']",1,https://pbs.twimg.com/media/E4SJFf5XoAMSKtx.jpg,False,18,0,5,,#19j,,,,,,,[],,,,
35,1406399619827912707,1406399619827912707,1624146773000.0,2021-06-19 20:52:53,-0300,,Vendo aqui sobre as manifestações #19j tô emocionada,pt,['19j'],[],1369834532694876164,1369834532694876164,del_lany,Lany del Reis 🚩🇻🇳,6,20,https://twitter.com/del_lany/status/1406399619827912707,[],[],0,,False,2,0,0,,#19j,,,,,,,[],,,,
36,1406399563863412739,1406399563863412739,1624146760000.0,2021-06-19 20:52:40,-0300,,#19JForaBolsonaro  #19j  #ForaBolsonaro,und,"['19jforabolsonaro', '19j', 'forabolsonaro']",[],39364847,39364847,carolpos,carolina passos,6,20,https://twitter.com/carolpos/status/1406399563863412739,[],[],0,,False,1,0,0,,#19j,,,,,,,[],,,,
37,1406399486801371139,1406399486801371139,1624146741000.0,2021-06-19 20:52:21,-0300,,CCP - Comunistas Compactos de PFF2 . . . . . . #19JunhoPovoNasRuas #19JPovoNasRuas #19JForaBolsonaro #19J #ForaBolsonaro  https://t.co/4mIIDqeiHG,es,"['19junhopovonasruas', '19jpovonasruas', '19jforabolsonaro', '19j', 'forabolsonaro']",[],179560824,179560824,Matheussportela,"Ports, com P de Poder Popular",6,20,https://twitter.com/Matheussportela/status/1406399486801371139,[],['https://pbs.twimg.com/media/E4SI36KXIAA1fLn.jpg'],1,https://pbs.twimg.com/media/E4SI36KXIAA1fLn.jpg,False,28,2,2,,#19j,,,,,,,[],,,,
38,1406399367251218438,1406399367251218438,1624146713000.0,2021-06-19 20:51:53,-0300,,"Fora Bolsonaro em Rio Branco, no Acre  Fotos: @leandrinhadu / @MidiaNINJA  #19J #19JForaBolsonaro  https://t.co/6ALRMdJelu",pt,"['19j', '19jforabolsonaro']",[],1540034828,1540034828,MidiaNINJA,Mídia NINJA,6,20,https://twitter.com/MidiaNINJA/status/1406399367251218438,[],"['https://pbs.twimg.com/media/E4SIYpAXwAIwNvx.jpg', 'https://pbs.twimg.com/media/E4SIag6XwAAB5bR.jpg', 'https://pbs.twimg.com/media/E4SIdyyXMAUs5rp.jpg']",1,https://pbs.twimg.com/media/E4SIYpAXwAIwNvx.jpg,False,400,6,60,,#19j,,,,,,,[],,,,
39,1406399319662604295,1406399319662604295,1624146702000.0,2021-06-19 20:51:42,-0300,,Fora Bolsonaro! #19JForaBolsonaro #19J #19JPovoNasRuas #ForaBolsonaro #ImpeachmentJá,es,"['19jforabolsonaro', '19j', '19jpovonasruas', 'forabolsonaro', 'impeachmentjá']",[],1351212300674461704,1351212300674461704,euphilpes,Philpes,6,20,https://twitter.com/euphilpes/status/1406399319662604295,[],[],0,,False,0,0,0,https://twitter.com/SamPancher/status/1406398891000578055,#19j,,,,,,,[],,,,
40,1406399284942184449,1406399284942184449,1624146693000.0,2021-06-19 20:51:33,-0300,,"Os metroviários participaram hj do protesto contra o governo Bolsonaro, principal responsável pelas 500 mil mortes no Brasil. A categoria manifestou também repúdio ao governo Doria, que ataca os trabalhadores e o Sindicato #ForaBolsonaro #19j #DoriaRespeiteOsMetroviarios  https://t.co/mVlR9d7P1c",pt,"['forabolsonaro', '19j', 'doriarespeiteosmetroviarios']",[],60098038,60098038,Metroviarios_SP,Metroviários de SP,6,20,https://twitter.com/Metroviarios_SP/status/1406399284942184449,[],['https://pbs.twimg.com/media/E4SIsaVXMAQLXIR.jpg'],1,https://pbs.twimg.com/media/E4SIsaVXMAQLXIR.jpg,False,44,1,10,,#19j,,,,,,,[],,,,
41,1406399222224769027,1406399222224769027,1624146678000.0,2021-06-19 20:51:18,-0300,,"Pais, mães, filhos, parentes, amigos, pessoas. 500 mil vidas perdidas pela irresponsabilidade de um Governo assumidamente genocida. Se ainda faltava algo, hoje temos (mais de) 500 mil motivos para exigir #ForaBolsonaro   #forabolsonarogenocida #19j #foragenocida #usemascara #19j  https://t.co/RUl6ctwsiI",pt,"['forabolsonaro', 'forabolsonarogenocida', '19j', 'foragenocida', 'usemascara', '19j']",[],32265595,32265595,Catenzaro,Adriano Catenzaro,6,20,https://twitter.com/Catenzaro/status/1406399222224769027,[],['https://pbs.twimg.com/media/E4SInZcXoAMBXkT.jpg'],1,https://pbs.twimg.com/media/E4SInZcXoAMBXkT.jpg,False,3,0,1,,#19j,,,,,,,[],,,,
42,1406399178721443845,1406399178721443845,1624146668000.0,2021-06-19 20:51:08,-0300,,"Minha mãe vendo o jornal mostrando o ato #19J “olha, Ana laura, foi legal a manifestação!!!!! Oia São Paulo!!!!!!” 😭😭😭😭",pt,['19j'],[],2907084868,2907084868,ana_campoo,sommelier de pff2,6,20,https://twitter.com/ana_campoo/status/1406399178721443845,[],[],0,,False,6,1,0,,#19j,,,,,,,[],,,,
43,1406399170336985093,1406397684286734339,1624146666000.0,2021-06-19 20:51:06,-0300,,#19JForaBolsonaro #19J #19JPovoNasRuas #19JunhoPovoNasRuas,und,"['19jforabolsonaro', '19j', '19jpovonasruas', '19junhopovonasruas']",[],1155434357911429120,1155434357911429120,FIruata,Felipe Iruatã,6,20,https://twitter.com/FIruata/status/1406399170336985093,[],[],0,,False,5,0,0,,#19j,,,,,,,[],,,,
44,1406399132617560068,1406399132617560068,1624146657000.0,2021-06-19 20:50:57,-0300,,O #19j que mainha gosta  https://t.co/fNhoMoc6c6,pt,['19j'],[],927856619114913792,927856619114913792,febretyphi,É GENOCIDA,6,20,https://twitter.com/febretyphi/status/1406399132617560068,[],"['https://pbs.twimg.com/media/E4SIjHIXIAILqVN.jpg', 'https://pbs.twimg.com/media/E4SIjpdXoAMT_IK.jpg']",1,https://pbs.twimg.com/media/E4SIjHIXIAILqVN.jpg,False,7,0,0,,#19j,,,,,,,[],,,,
